date,customer_id,location,business_sector,age,income,credit_score,savings_ratio,loan_amount,debt_to_income,credit_utilization,payment_punctuality,customer_feedback,default_history,sentiment,risk_category,customer_segment,feedback_topic
2025-01-26,CUST-2026210,"New Hampshire, US",Retail,32,36334.14,570,0.01,38288.28,0.092,0.28,83.22,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-12-11,CUST-2026211,"Massachusetts, US",Retail,43,53291.98,729,0.029,15237.74,0.078,0.53,92.99,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-07,CUST-2026212,"Nevada, US",Manufacturing,42,48385.34,615,0.109,61274.3,0.044,0.77,83.14,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-06-02,CUST-2026213,"Louisiana, US",Education,44,45733.9,595,0.096,66129.18,0.099,0.23,81.73,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-03-09,CUST-2026214,"Montana, US",Real Estate,52,28164.43,684,0.115,51958.01,0.262,0.16,83.19,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-08-15,CUST-2026215,"South Dakota, US",Healthcare,33,48600.9,595,0.174,120562.52,0.216,0.64,86.5,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-08-10,CUST-2026216,"Indiana, US",Retail,55,53384.2,730,0.126,6433.58,0.144,0.79,90.24,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-11-05,CUST-2026217,"New Hampshire, US",Real Estate,42,120884.03,745,0.086,142.76,0.029,0.8,85.76,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-04,CUST-2026218,"Massachusetts, US",Healthcare,39,103360.3,550,0.269,28385.85,0.115,0.47,84.13,Quick approval,0,Positive,High Risk,Conservative Saver,Digital/Operations
2025-09-02,CUST-2026219,"North Carolina, US",Healthcare,49,117465.97,644,0.113,34228.8,0.063,0.34,94.23,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-04-09,CUST-2026220,"Indiana, US",Retail,45,63781.81,626,0.035,28929.25,0.301,0.52,80.38,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-13,CUST-2026221,"Colorado, US",Manufacturing,28,86985.82,622,0.12,44548.09,0.239,0.68,90.07,Standard banking,1,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-12-12,CUST-2026222,"Pennsylvania, US",Technology,38,78051.68,662,0.067,31523.83,0.131,0.71,89.29,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-05,CUST-2026223,"New York, US",Finance,41,106586.07,850,0.223,52655.97,0.225,0.29,94.33,Excellent rates,0,Positive,Low Risk,Conservative Saver,Financial/Pricing
2025-06-24,CUST-2026224,"Oregon, US",Education,67,54657.4,692,0.197,78643.71,0.108,0.45,89.26,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-05,CUST-2026225,"Florida, US",Services,41,66887.73,766,0.038,75599.47,0.233,0.33,80.82,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-10-07,CUST-2026226,"Tennessee, US",Healthcare,38,51055.79,845,0.168,31586.88,0.124,0.24,84.88,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-09-14,CUST-2026227,"Wisconsin, US",Technology,48,75549.67,815,0.021,30553.07,0.156,0.7,86.72,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-03-05,CUST-2026228,"Virginia, US",Finance,30,41996.63,649,0.188,41825.93,0.187,0.39,85.07,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-17,CUST-2026229,"North Carolina, US",Retail,36,58425.3,746,0.095,6191.37,0.056,0.73,80.2,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-10,CUST-2026230,"Tennessee, US",Education,27,62508.28,588,0.253,7052.76,0.246,0.18,85.44,Quick approval,0,Positive,High Risk,Emerging Gen-Z,Digital/Operations
2025-10-25,CUST-2026231,"Connecticut, US",Retail,55,101975.68,803,0.098,19511.26,0.047,0.35,88.32,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-05-07,CUST-2026232,"Louisiana, US",Healthcare,39,74975.24,717,0.145,17997.75,0.224,0.34,94.67,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-07-02,CUST-2026233,"Kentucky, US",Finance,54,113418.36,780,0.287,2711.65,0.023,0.19,88.53,Excellent rates,0,Positive,Low Risk,Conservative Saver,Financial/Pricing
2025-05-15,CUST-2026234,"New Jersey, US",Healthcare,37,55127.04,777,0.087,14894.42,0.151,0.55,86.08,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-06,CUST-2026235,"Rhode Island, US",Finance,27,92319.9,621,0.261,17970.61,0.122,0.21,81.09,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-09-08,CUST-2026236,"Iowa, US",Finance,29,95721.07,747,0.256,118692.88,0.104,0.72,81.0,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-05-02,CUST-2026237,"Arizona, US",Real Estate,39,124046.53,573,0.101,90482.0,0.17,0.73,79.74,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-09-20,CUST-2026238,"Michigan, US",Retail,28,47286.59,603,0.035,7894.43,0.183,0.56,86.93,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-12-19,CUST-2026239,"Massachusetts, US",Real Estate,50,85334.18,593,0.025,5702.75,0.012,0.85,80.46,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-11-09,CUST-2026240,"Washington, US",Healthcare,25,63268.23,843,0.188,27162.62,0.052,0.17,90.89,High fees,0,Negative,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-07-12,CUST-2026241,"Indiana, US",Real Estate,49,139486.14,615,0.127,52670.65,0.101,0.27,81.78,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-09-08,CUST-2026242,"Louisiana, US",Manufacturing,42,65820.16,594,0.147,211977.08,0.037,0.45,82.13,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-12-27,CUST-2026243,"Rhode Island, US",Services,63,49350.87,708,0.077,4271.13,0.1,0.12,88.66,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-08-12,CUST-2026244,"California, US",Technology,26,64798.33,601,0.126,8145.35,0.019,0.33,84.35,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-11-04,CUST-2026245,"Utah, US",Finance,57,64774.66,696,0.27,93564.14,0.139,0.18,85.22,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-07-24,CUST-2026246,"Arkansas, US",Manufacturing,42,50803.89,743,0.083,23311.17,0.037,0.12,80.81,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-04-21,CUST-2026247,"Michigan, US",Real Estate,49,72264.49,696,0.074,2868.23,0.175,0.63,87.48,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-26,CUST-2026248,"Iowa, US",Healthcare,49,56545.02,549,0.131,18970.58,0.011,0.24,88.93,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-10-19,CUST-2026249,"Ohio, US",Finance,48,99847.05,597,0.231,61530.99,0.146,0.44,86.33,Process was slow,1,Negative,High Risk,Conservative Saver,Digital/Operations
2025-06-19,CUST-2026250,"Florida, US",Technology,45,89791.79,701,0.099,80503.18,0.057,0.67,80.91,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-02,CUST-2026251,"Massachusetts, US",Technology,43,112471.84,693,0.065,19167.22,0.132,0.48,88.61,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-09-23,CUST-2026252,"Nebraska, US",Services,40,58671.04,731,0.01,95435.38,0.11,0.35,82.35,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-01-05,CUST-2026253,"Minnesota, US",Manufacturing,18,33383.01,688,0.161,11917.68,0.015,0.35,83.3,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-07-05,CUST-2026254,"Vermont, US",Real Estate,59,62120.18,705,0.139,13597.88,0.081,0.55,83.77,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-01-01,CUST-2026255,"Colorado, US",Retail,28,49749.31,686,0.072,49239.77,0.033,0.42,89.44,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-05-05,CUST-2026256,"Texas, US",Healthcare,49,121365.73,664,0.124,6275.26,0.11,0.11,93.45,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-23,CUST-2026257,"Wisconsin, US",Healthcare,38,128060.33,656,0.159,5918.81,0.036,0.53,86.92,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-05,CUST-2026258,"South Carolina, US",Education,55,54315.89,695,0.247,1792.77,0.057,0.52,94.2,Process was slow,0,Negative,Medium Risk,Conservative Saver,Digital/Operations
2025-01-25,CUST-2026259,"Idaho, US",Real Estate,18,70831.32,740,0.01,13395.86,0.086,0.75,81.63,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-08-23,CUST-2026260,"Ohio, US",Technology,24,70305.82,668,0.057,89550.52,0.195,0.55,80.86,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-12-11,CUST-2026261,"Missouri, US",Education,41,122663.15,686,0.117,47047.42,0.105,0.39,94.93,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-02-23,CUST-2026262,"Texas, US",Finance,49,71097.3,710,0.268,3526.97,0.068,0.15,93.42,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-02-03,CUST-2026263,"Indiana, US",Retail,42,34588.52,589,0.01,63974.82,0.237,0.7,90.65,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-03-14,CUST-2026264,"Vermont, US",Education,43,70115.53,707,0.121,8856.15,0.097,0.54,86.29,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-11,CUST-2026265,"Connecticut, US",Retail,18,52874.84,596,0.01,43895.07,0.379,0.85,80.07,Quick approval,0,Positive,High Risk,Emerging Gen-Z,Digital/Operations
2025-10-18,CUST-2026266,"North Dakota, US",Finance,49,114941.13,607,0.321,20089.25,0.186,0.14,87.49,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-12-25,CUST-2026267,"South Carolina, US",Services,19,72299.46,684,0.058,8274.49,0.2,0.31,91.01,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-06-18,CUST-2026268,"Virginia, US",Manufacturing,38,99645.41,622,0.083,41360.16,0.112,0.12,84.11,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-12,CUST-2026269,"Washington, US",Real Estate,43,61981.62,693,0.054,397.42,0.302,0.78,82.52,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-01-22,CUST-2026270,"Illinois, US",Retail,62,48632.79,711,0.01,28541.75,0.265,0.5,78.83,Process was slow,1,Negative,Medium Risk,Mass Market,Digital/Operations
2025-01-09,CUST-2026271,"Illinois, US",Retail,46,45434.09,784,0.073,9800.78,0.198,0.61,83.83,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-04,CUST-2026272,"New Hampshire, US",Retail,40,45488.52,517,0.028,159209.84,0.317,0.3,78.83,Quick approval,1,Positive,High Risk,Mass Market,Digital/Operations
2025-03-17,CUST-2026273,"Tennessee, US",Services,62,54212.69,707,0.191,40197.29,0.223,0.75,93.06,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-05-01,CUST-2026274,"Michigan, US",Education,32,55175.98,626,0.143,79816.56,0.11,0.37,91.2,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-16,CUST-2026275,"West Virginia, US",Education,55,33399.1,645,0.128,2959.53,0.023,0.23,86.13,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-18,CUST-2026276,"Washington, US",Retail,24,65566.25,555,0.111,30175.49,0.1,0.51,88.52,Standard banking,1,Neutral,High Risk,Emerging Gen-Z,General Service
2025-11-04,CUST-2026277,"New York, US",Education,51,35712.6,669,0.139,46142.24,0.052,0.14,95.27,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-12,CUST-2026278,"Utah, US",Manufacturing,29,38279.89,741,0.095,63880.85,0.188,0.79,91.11,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-01-08,CUST-2026279,"Colorado, US",Finance,40,94290.76,697,0.203,24989.4,0.016,0.57,82.54,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-09-04,CUST-2026280,"Washington, US",Technology,37,99561.79,710,0.132,26556.16,0.305,0.56,83.3,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-01,CUST-2026281,"Louisiana, US",Technology,43,51593.73,698,0.022,62389.38,0.172,0.33,80.23,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-17,CUST-2026282,"Alaska, US",Retail,51,46512.07,748,0.01,10603.37,0.14,0.76,78.5,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-09-24,CUST-2026283,"North Carolina, US",Education,34,62037.72,677,0.101,49728.87,0.175,0.34,91.39,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-03-22,CUST-2026284,"Rhode Island, US",Real Estate,39,85572.58,778,0.015,112029.14,0.182,0.33,93.29,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-12-11,CUST-2026285,"New Jersey, US",Manufacturing,51,74352.44,666,0.171,25635.46,0.343,0.42,90.3,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-05,CUST-2026286,"New Hampshire, US",Finance,47,59997.18,720,0.2,128814.8,0.343,0.36,90.33,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-01-23,CUST-2026287,"Alabama, US",Healthcare,53,97383.24,685,0.11,38481.29,0.036,0.29,84.34,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-11-17,CUST-2026288,"North Dakota, US",Manufacturing,27,69018.27,697,0.124,21815.77,0.218,0.4,90.91,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-01-25,CUST-2026289,"Arkansas, US",Healthcare,31,104450.65,630,0.088,9483.47,0.047,0.17,94.47,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-11-21,CUST-2026290,"Colorado, US",Healthcare,51,93655.97,710,0.129,9959.42,0.121,0.27,94.38,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-09-27,CUST-2026291,"West Virginia, US",Retail,40,71471.79,636,0.01,114557.23,0.155,0.85,91.36,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-11-15,CUST-2026292,"New York, US",Manufacturing,41,54714.3,619,0.243,56147.16,0.143,0.74,93.72,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-02-08,CUST-2026293,"Mississippi, US",Technology,40,111144.41,729,0.073,147468.55,0.272,0.35,82.65,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-08-18,CUST-2026294,"Minnesota, US",Finance,30,55109.91,659,0.177,40109.02,0.104,0.66,86.66,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-13,CUST-2026295,"Delaware, US",Manufacturing,40,36678.42,814,0.118,22669.81,0.072,0.48,84.61,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-11-10,CUST-2026296,"Washington, US",Manufacturing,56,37430.22,583,0.112,2189.66,0.286,0.71,85.56,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-09-12,CUST-2026297,"West Virginia, US",Healthcare,23,69507.25,577,0.126,11758.92,0.024,0.09,88.79,Excellent rates,0,Positive,High Risk,Emerging Gen-Z,Financial/Pricing
2025-12-07,CUST-2026298,"North Dakota, US",Finance,49,84007.77,679,0.25,62365.3,0.1,0.12,83.45,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-12-25,CUST-2026299,"Vermont, US",Technology,33,28891.4,763,0.101,89549.91,0.037,0.8,81.72,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-04-01,CUST-2026300,"Hawaii, US",Technology,36,54246.78,708,0.091,14568.49,0.173,0.77,79.93,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-13,CUST-2026301,"Colorado, US",Education,57,34764.05,649,0.209,5098.26,0.1,0.47,88.01,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-08-26,CUST-2026302,"Iowa, US",Manufacturing,49,136525.59,558,0.077,263149.07,0.207,0.68,92.6,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-04-04,CUST-2026303,"Hawaii, US",Healthcare,39,71762.37,707,0.107,52347.87,0.23,0.28,85.94,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-27,CUST-2026304,"South Carolina, US",Finance,65,109166.21,620,0.202,44505.36,0.04,0.5,83.57,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-12-01,CUST-2026305,"Missouri, US",Healthcare,33,53644.59,781,0.192,80517.25,0.124,0.46,81.62,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-02-27,CUST-2026306,"Georgia, US",Services,33,29809.42,766,0.113,2813.02,0.094,0.4,86.26,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-11-17,CUST-2026307,"Illinois, US",Healthcare,55,43572.21,738,0.109,28229.64,0.142,0.35,94.03,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-03-13,CUST-2026308,"West Virginia, US",Services,51,55048.54,663,0.173,9884.35,0.237,0.77,82.4,Excellent rates,1,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-11,CUST-2026309,"Massachusetts, US",Finance,44,114664.28,572,0.237,16125.36,0.044,0.14,93.85,Process was slow,0,Negative,High Risk,Conservative Saver,Digital/Operations
2025-03-25,CUST-2026310,"Arkansas, US",Real Estate,38,51817.51,635,0.053,25534.26,0.269,0.91,88.88,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-24,CUST-2026311,"Oregon, US",Technology,62,113516.44,795,0.01,54570.62,0.027,0.55,83.6,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-23,CUST-2026312,"Massachusetts, US",Retail,35,28533.51,564,0.063,3797.17,0.271,0.72,78.73,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-03-14,CUST-2026313,"Pennsylvania, US",Real Estate,41,74884.51,637,0.13,49830.29,0.125,0.23,89.72,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-14,CUST-2026314,"Oregon, US",Retail,46,29713.94,743,0.078,24858.34,0.214,0.43,84.83,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-05-19,CUST-2026315,"Virginia, US",Education,29,32340.02,666,0.15,43759.66,0.047,0.36,84.42,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-19,CUST-2026316,"Maryland, US",Real Estate,66,59016.72,647,0.138,83458.52,0.446,0.6,93.94,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-07-07,CUST-2026317,"Vermont, US",Education,48,44763.71,713,0.233,14794.23,0.047,0.28,89.62,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-05-20,CUST-2026318,"Nevada, US",Healthcare,70,68995.67,559,0.136,15389.63,0.09,0.32,84.12,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-03-15,CUST-2026319,"Colorado, US",Real Estate,43,126926.01,710,0.061,37276.21,0.039,0.94,86.46,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-24,CUST-2026320,"Georgia, US",Finance,39,68151.67,704,0.125,17836.71,0.117,0.14,84.37,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-11-01,CUST-2026321,"North Carolina, US",Manufacturing,19,97740.42,660,0.101,44660.56,0.04,0.69,80.85,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-07,CUST-2026322,"Pennsylvania, US",Technology,51,83199.83,831,0.027,15569.74,0.124,0.57,87.12,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-08,CUST-2026323,"Nevada, US",Finance,27,55220.54,634,0.174,11380.46,0.242,0.61,92.0,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-02-03,CUST-2026324,"South Dakota, US",Finance,43,88983.65,802,0.172,65310.86,0.249,0.33,85.06,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-08-08,CUST-2026325,"Rhode Island, US",Healthcare,61,64855.95,655,0.142,226995.81,0.117,0.12,94.95,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-09-11,CUST-2026326,"Minnesota, US",Technology,61,128576.25,548,0.165,33931.22,0.14,0.65,88.05,Neutral: No feedback provided.,0,Neutral,High Risk,Mass Market,Financial/Pricing
2025-10-04,CUST-2026327,"Louisiana, US",Technology,61,76719.63,621,0.17,35280.56,0.318,0.18,83.94,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-22,CUST-2026328,"Idaho, US",Finance,42,119904.96,622,0.178,8357.1,0.067,0.39,86.79,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-23,CUST-2026329,"Missouri, US",Services,58,82136.16,735,0.138,112451.81,0.12,0.53,86.03,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-26,CUST-2026330,"Minnesota, US",Education,60,47877.29,751,0.164,55390.68,0.065,0.21,85.43,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-03-18,CUST-2026331,"California, US",Services,52,42413.47,789,0.077,106111.18,0.127,0.12,91.57,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-01-08,CUST-2026332,"Mississippi, US",Real Estate,39,76571.97,589,0.044,7212.8,0.222,0.15,86.04,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-09-25,CUST-2026333,"Wisconsin, US",Education,43,52482.52,687,0.134,34032.94,0.125,0.16,93.85,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-21,CUST-2026334,"Utah, US",Healthcare,38,76733.15,582,0.139,72741.01,0.039,0.41,86.1,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-03-10,CUST-2026335,"Wisconsin, US",Technology,46,51503.43,726,0.03,26940.92,0.152,0.53,90.95,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-12,CUST-2026336,"Arizona, US",Technology,20,50837.03,720,0.031,517.09,0.267,0.29,81.79,High fees,0,Negative,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-02-02,CUST-2026337,"Vermont, US",Manufacturing,46,97050.17,731,0.078,15776.32,0.057,0.11,89.5,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-07-17,CUST-2026338,"Alabama, US",Education,43,38792.89,763,0.19,3455.84,0.032,0.41,90.54,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-02-13,CUST-2026339,"Georgia, US",Services,27,35210.0,596,0.088,30851.44,0.071,0.78,93.59,Standard banking,0,Neutral,High Risk,Emerging Gen-Z,General Service
2025-08-20,CUST-2026340,"Connecticut, US",Healthcare,24,104929.07,658,0.121,11537.75,0.058,0.62,84.67,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-03-16,CUST-2026341,"Wisconsin, US",Healthcare,44,72837.02,658,0.147,40092.16,0.035,0.55,81.91,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-05,CUST-2026342,"Indiana, US",Manufacturing,56,35662.59,654,0.128,25546.92,0.156,0.39,89.72,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-05,CUST-2026343,"West Virginia, US",Manufacturing,31,85515.38,713,0.085,110834.96,0.091,0.39,87.56,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-02,CUST-2026344,"North Dakota, US",Services,33,56967.83,795,0.052,36672.13,0.174,0.71,79.62,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-04,CUST-2026345,"North Dakota, US",Manufacturing,53,112791.25,637,0.183,283.74,0.124,0.39,81.13,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-08,CUST-2026346,"Delaware, US",Real Estate,18,99639.66,710,0.092,29302.14,0.159,0.24,84.38,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-04-03,CUST-2026347,"Michigan, US",Retail,48,26504.64,535,0.015,44791.98,0.155,0.49,89.97,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-06-12,CUST-2026348,"Rhode Island, US",Education,19,33960.09,655,0.223,4443.75,0.023,0.46,91.12,Neutral: No feedback provided.,0,Neutral,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-04-04,CUST-2026349,"Virginia, US",Services,36,58801.45,673,0.01,54848.51,0.011,0.41,89.34,Quick approval,1,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-17,CUST-2026350,"Georgia, US",Real Estate,37,51595.93,655,0.073,90056.26,0.064,0.42,81.69,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-23,CUST-2026351,"Oregon, US",Retail,25,82356.58,620,0.115,2230.7,0.367,0.77,92.56,Process was slow,1,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-04-20,CUST-2026352,"Massachusetts, US",Services,54,38856.79,692,0.117,11283.31,0.152,0.44,90.04,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-20,CUST-2026353,"Oklahoma, US",Manufacturing,34,118753.5,750,0.161,56541.8,0.1,0.62,91.68,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-02-12,CUST-2026354,"Vermont, US",Manufacturing,18,83810.25,696,0.12,25083.56,0.175,0.34,81.6,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-10,CUST-2026355,"Tennessee, US",Technology,31,192076.47,769,0.091,42488.99,0.098,0.67,82.82,Quick approval,0,Positive,Medium Risk,Elite/HNW,Digital/Operations
2025-02-11,CUST-2026356,"Oregon, US",Real Estate,23,82158.77,714,0.01,17290.49,0.168,0.47,84.13,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-01-05,CUST-2026357,"New York, US",Education,41,47805.49,647,0.188,6725.15,0.144,0.23,88.37,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-10-25,CUST-2026358,"Mississippi, US",Retail,38,47408.12,733,0.032,3793.87,0.268,0.95,82.88,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-10,CUST-2026359,"Arizona, US",Healthcare,33,78350.14,723,0.114,5653.35,0.069,0.4,92.96,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-07-25,CUST-2026360,"Idaho, US",Technology,48,129139.42,584,0.049,45868.85,0.056,0.57,81.18,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
